fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	lambda_l1	lambda_l2	verbosity	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221019 121845	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	823	TRUE	671017	0.0050047024855902	0.780076294910578	596	873	9463	26200000	105
20221019 122754	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	949	TRUE	671017	0.00516613341815249	0.801079215664664	597	1024	7829	26750000	106
20221019 123137	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	329	TRUE	671017	0.0147714262632411	0.993429027096591	515	1024	7499	25730000	107
20221019 123332	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	153	TRUE	671017	0.025093843681258	0.709449705054333	586	1024	8181	26120000	108
20221019 123622	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	419	TRUE	671017	0.0115905671236841	0.400629318213501	3316	98	7841	25200000	109
20221019 123649	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	53	TRUE	671017	0.124672132901432	0.999718108978212	3292	159	7453	23980000	110
20221019 124409	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	2219	TRUE	671017	0.00568331281488561	0.207223099190851	554	16	7322	2.6e+07	111
20221019 125020	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1438	TRUE	671017	0.00534168793951845	0.761892862704185	5372	382	11464	24120000	112
20221019 125847	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	980	TRUE	671017	0.00678690121793705	0.80621944881941	571	1023	11321	25040000	113
20221019 125912	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	29	TRUE	671017	0.299639405284296	0.200567498361674	6245	17	11262	23480000	114
20221019 125929	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	26	TRUE	671017	0.190846543122604	0.802680765096587	7998	343	8431	24660000	115
20221019 130529	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1341	TRUE	671017	0.00522462756136252	0.201519844302854	3574	730	6947	24430000	116
20221019 130547	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	35	TRUE	671017	0.298037560469522	0.997082074309244	7999	714	5009	22470000	117
20221019 130922	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	711	TRUE	671017	0.00919348333089853	0.594125201377296	7991	849	11309	23950000	118
20221019 131034	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	195	TRUE	671017	0.0318722087494642	0.980589708337708	4604	1024	7890	25180000	119
20221019 131957	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	979	TRUE	671017	0.0050057465780339	0.762886533644426	587	377	9268	26270000	120
