fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	lambda_l1	lambda_l2	verbosity	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221019 103307	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	530	TRUE	671017	0.00576996275046077	0.923665718829506	194	80	8877	26890000	104
20221019 103429	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	403	TRUE	671017	0.033764836926271	0.542615086121371	3576	23	7872	26340000	105
20221019 104117	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	2493	TRUE	671017	0.00525078003608769	0.215686663775982	1672	670	10139	26290000	106
20221019 104811	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	2330	TRUE	671017	0.00505093654224169	0.344504453330384	2318	430	7687	26710000	107
20221019 105309	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1073	TRUE	671017	0.00506480320078371	0.876184776242417	999	433	7317	27210000	108
20221019 105744	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	685	TRUE	671017	0.00517869855176103	0.988510334111803	703	681	10012	26300000	109
20221019 110409	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	862	TRUE	671017	0.00500572569716286	0.924780143654152	427	757	7081	27040000	110
20221019 110501	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	241	TRUE	671017	0.032373443545779	0.217726480955238	2765	17	7690	26220000	111
20221019 110520	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	72	TRUE	671017	0.0957814216095757	0.995567765449896	3882	652	7462	25960000	112
20221019 110617	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	299	TRUE	671017	0.0404293283209822	0.347846217899888	4034	23	7001	2.6e+07	113
20221019 110649	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	115	TRUE	671017	0.134144239653998	0.505338631848351	1637	129	8859	26050000	114
20221019 111201	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	2023	TRUE	671017	0.00556727958269866	0.247338294932283	5348	1022	7967	25830000	115
20221019 111641	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	936	TRUE	671017	0.00600587922841962	0.249045898400118	536	208	5635	26010000	116
20221019 111803	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	569	TRUE	671017	0.0249619591573585	0.722934837644784	6145	823	5014	24300000	117
20221019 112334	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	2053	TRUE	671017	0.00552980403999076	0.312677143923213	5054	65	7407	26230000	118
20221019 112915	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	2038	TRUE	671017	0.00530648297219906	0.315758723139192	4737	46	8437	25850000	119
20221019 113146	binary	custom	TRUE	TRUE	FALSE	0	0	-100	-1	0	31	1246	TRUE	671017	0.0144986836366555	0.999646457802054	7183	672	8008	26070000	120
